BO	Dorp Antriol	12.16667	-68.26667	28	60
BO	Dorp Rincón	12.23333	-68.33333	39	60
BO	Dorp Tera Kora	12.13333	-68.26667	6	60
BO	Kralendijk	12.15	-68.26667	4	60
SB	The Bottom	17.6259	-63.24919	222	60
SB	Upper Hell's Gate	17.643	-63.22649	195	60
SE	Golden Rock	17.48333	-62.98333	61	60
SE	Oranjestad	17.48303	-62.9864	43	60
