10	Teyateyaneng	-29.14719	27.74895	1693	227
11	Butha-Buthe	-28.76659	28.24937	1716	227
12	Leribe	-28.87185	28.04501	1645	227
12	Maputsoe	-28.8866	27.89915	1583	227
13	Mafeteng	-29.82299	27.23744	1669	227
14	Maseru	-29.31667	27.48333	1552	227
14	Nako	-29.61667	27.76667	1818	227
15	Mohale’s Hoek	-30.15137	27.47691	1598	227
16	Mokhotlong	-29.28939	29.06751	2201	227
17	Qacha’s Nek	-30.11537	28.68936	1974	227
18	Quthing	-30.40001	27.70027	1515	227
19	Thaba-Tseka	-29.52204	28.6084	2230	227
