01	Balzers	47.06665	9.50251	476	224
02	Eschen	47.21071	9.52223	446	224
03	Gamprin	47.22038	9.50935	470	224
04	Mauren	47.21805	9.5442	452	224
05	Planken	47.18516	9.54437	785	224
06	Ruggell	47.23799	9.5254	434	224
07	Schaan	47.16498	9.50867	453	224
08	Schellenberg	47.23123	9.54678	631	224
09	Triesen	47.10752	9.52815	500	224
10	Triesenberg	47.11815	9.54197	854	224
11	Vaduz	47.14151	9.52154	465	224
