01	Pangai	-19.81468	-174.35423	6	366
02	Haveluloto	-21.15216	-175.21333	5	366
02	Kolonga	-21.13333	-175.06667	11	366
02	Lapaha	-21.17735	-175.1172	8	366
02	Nuku‘alofa	-21.13938	-175.2018	5	366
02	Tatakamotonga	-21.18627	-175.12453	9	366
02	Vaini	-21.19292	-175.17678	9	366
03	Neiafu	-18.6506	-173.98404	13	366
EU	‘Ohonua	-21.33333	-174.95	13	366
NI	Hihifo	-15.9544	-173.79616	6	366
