10,"Baringo",0.46667,35.96667,1090
10,"Eldama Ravine",0.05196,35.72734,2142
10,"Kabarnet",0.49194,35.74303,2048
11,"Sotik",-0.69069,35.11102,1808
11,"Sotik Post",-0.78129,35.34156,1959
12,"Bungoma",0.5635,34.56055,1427
12,"Bungoma",0.58333,34.58333,1452
12,"Malikisi",0.67694,34.42167,1343
12,"Webuye",0.6004,34.77119,1491
13,"Busia",0.46005,34.11169,1222
13,"Luanda",0.31354,34.07146,1176
13,"Lugulu",0.39337,34.30399,1276
13,"Malaba",0.63513,34.28165,1156
13,"Nambare",0.45813,34.25353,1200
13,"Port Victoria",0.09809,33.97248,1159
13,"Sirisia",0.11667,34,1166
14,"Iten",0.67028,35.50806,2355
14,"Kapsowar",0.9789,35.55854,2296
15,"Embu",-0.53987,37.45743,1336
16,"Garissa",-0.45275,39.64601,147
17,"Homa Bay",-0.52731,34.45714,1165
17,"Oyugis",-0.50974,34.73067,1421
18,"Isiolo",0.35462,37.58218,1095
19,"Kajiado",-1.85238,36.77683,1725
19,"Magadi",-1.90122,36.287,617
19,"Ngong",-1.3527,36.6699,1924
20,"Butere",0.20694,34.49006,1380
20,"Kakamega",0.28422,34.75229,1563
20,"Mumias",0.33474,34.48796,1321
21,"Kericho",-0.36774,35.28314,2002
21,"Kipkelion",-0.19982,35.46735,1935
21,"Litein",-0.58249,35.18969,1940
21,"Londiani",-0.16552,35.59359,2293
22,"Kiambu",-1.17139,36.83556,1683
22,"Kikuyu",-1.24627,36.66291,2047
22,"Limuru",-1.1136,36.64205,2251
22,"Ruiru",-1.14665,36.96087,1531
23,"Kilifi",-3.63045,39.84992,24
23,"Malindi",-3.21799,40.11692,7
23,"Mariakani",-3.86261,39.47458,206
23,"Takaungu",-3.6835,39.85687,16
24,"Kerugoya",-0.49887,37.28031,1548
24,"Sagana",-0.66806,37.20875,1194
25,"Kisii",-0.68174,34.76666,1686
25,"Ogembo",-0.80116,34.72579,1612
26,"Ahero",-0.17359,34.9189,1155
26,"Kisumu",-0.10221,34.76171,1174
26,"Muhoroni",-0.15816,35.19645,1290
27,"Kitui",-1.36696,38.01055,1154
27,"Mwingi",-0.93605,38.05955,1004
28,"Gazi",-4.42402,39.50588,15
28,"Kinango",-4.13723,39.31528,206
28,"Kwale",-4.17375,39.45206,403
28,"Sawa Sawa",-4.47166,39.48463,15
28,"Shimoni",-4.64756,39.38175,8
29,"Nanyuki",0.00624,37.07398,1951
29,"Nyahururu",0.03813,36.36339,2373
29,"Rumuruti",0.2725,36.53806,1846
30,"Lamu",-2.27169,40.90201,14
30,"Witu",-2.38892,40.43827,16
31,"Athi River",-1.4563,36.97826,1505
31,"Kangundo",-1.30342,37.34813,1608
31,"Konza",-1.73947,37.13195,1647
31,"Machakos",-1.52233,37.26521,1619
32,"Makueni Boma",-1.80388,37.62405,1207
32,"Mtito Andei",-2.68987,38.16687,754
32,"Wote",-1.78079,37.62882,1128
33,"Mandera",3.93726,41.85688,217
34,"Marsabit",2.33468,37.99086,1364
34,"Moyale",3.52661,39.0561,1068
35,"Maua",0.2332,37.94086,1629
35,"Meru",0.04626,37.65587,1579
36,"Kihancha",-1.19347,34.61967,1473
36,"Migori",-1.06343,34.47313,1382
37,"Mombasa",-4.05466,39.66359,20
38,"Kandara",-0.89715,37.00279,1669
38,"Kangema",-0.68553,36.96463,1810
38,"Karuri",-0.7,37.18333,1211
38,"Maragua",-0.79602,37.13292,1362
38,"Murang’a",-0.72104,37.15259,1318
39,"Kijabe",-0.93334,36.57233,2060
39,"Molo",-0.24849,35.73194,2451
39,"Naivasha",-0.71383,36.43261,1902
39,"Nakuru",-0.30719,36.07225,1802
39,"Rongai",-0.17344,35.86313,1875
40,"Kapsabet",0.20387,35.105,1998
40,"Nandi Hills",0.10366,35.18426,2028
41,"Narok",-1.08083,35.87111,1881
42,"Keroka",-0.77612,34.94678,2054
42,"Nyamira",-0.56333,34.93583,2000
43,"Ol Kalou",-0.27088,36.37917,2348
44,"Naro Moru",-0.16357,37.01773,1974
44,"Nyeri",-0.42013,36.94759,1812
44,"Othaya",-0.54655,36.93178,1873
45,"Maralal",1.09667,36.69806,1941
46,"Bondo",0.23522,34.28086,1254
46,"Siaya",0.0607,34.28806,1321
46,"Yala",0.09438,34.53602,1420
47,"Mwatate",-3.505,38.37722,860
47,"Taveta",-3.39879,37.68336,753
47,"Voi",-3.39605,38.55609,580
47,"Wundanyi",-3.39642,38.35729,1472
48,"Hola",-1.48256,40.03341,65
48,"Kipini",-2.52565,40.5262,7
49,"Chuka",-0.33316,37.64587,1452
49,"Kathwana",-0.33139,37.86861,722
50,"Kitale",1.01572,35.00622,1900
51,"Lodwar",3.11988,35.59642,500
52,"Eldoret",0.52036,35.26993,2095
53,"Mbale",0.08213,34.72139,1628
54,"Wajir",1.7471,40.05732,258
55,"Chepareria",1.30583,35.20365,1735
55,"Kapenguria",1.23889,35.11194,2020
5,"Nairobi",-1.28333,36.81667,1684
5,"Pumwani",-1.28333,36.85,1645
5,"Thika",-1.03326,37.06933,1506
