01	Cork Hill	16.73048	-62.21568	87	250
01	Plymouth	16.70555	-62.21292	77	250
03	Brades	16.79183	-62.21058	52	250
03	Saint John's Village	16.78215	-62.19103	214	250
03	Saint Peters	16.7727	-62.21729	67	250
03	Salem	16.75095	-62.22175	124	250
