01	'Ali Sabieh	11.15583	42.7125	699	135
01	Chabelley	11.4895	43.07528	140	135
01	Goubétto	11.42389	43.00028	342	135
01	Holhol	11.31028	42.92944	440	135
04	Alaïli Ḏaḏḏa‘	12.42167	42.89556	357	135
04	Obock	11.96693	43.28835	13	135
05	Dorra	12.15028	42.47624	290	135
05	Tadjourah	11.78778	42.88222	3	135
06	Dikhil	11.10454	42.36971	479	135
06	Gâlâfi	11.71583	41.83611	151	135
07	Djibouti	11.58901	43.14503	6	135
07	Loyada	11.46111	43.25278	7	135
08	Arta	11.52639	42.85194	684	135
